girls,rating_R,cast,man,man,high,high,family,father,country,rating_TV-G,rating_NR,love,love,woman,home,rating_G,american,duration,black,life,life,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,school,movie,type,director,christmas,girl,girl,city,rating_TV-Y7,rating_PG-13
0,0.0,5155,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,5,0,0,0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,5395,0,0,0,0,0.0,0.0
0,0.0,9595,0,0,0,0,1,0,5288,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,1,0.0,0,0,2016.0,0.0,0,0,1,4993,0,0,0,0,0.0,0.0
0,0.0,9945,0,0,0,0,0,0,4034,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,4078,0,0,0,0,0.0,0.0
0,0.0,6558,0,0,0,0,0,0,5146,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,4081,0,0,0,0,0.0,0.0
0,0.0,7371,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,2243,0,0,0,0,0.0,0.0
0,0.0,6870,0,0,0,0,0,0,4655,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,1,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,6855,0,0,1,0,0.0,0.0
0,0.0,3391,0,0,0,0,0,0,1325,0.0,0.0,0,1,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,7686,0,0,0,0,0.0,0.0
0,0.0,4272,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,4714,0,0,0,0,0.0,0.0
0,0.0,9355,0,0,0,0,0,0,5057,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,6234,0,0,0,0,0.0,0.0
0,0.0,3915,0,0,0,0,0,0,7356,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,1.0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,1,1742,0,0,0,0,0.0,0.0
0,0.0,3764,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,0,0,1,7331,0,0,0,0,0.0,0.0
0,0.0,7104,0,0,0,1,0,0,4096,0.0,0.0,1,0,0,0,0.0,0,1,0,0,1,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,1794,0,0,0,0,0.0,0.0
0,0.0,9242,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,1,1384,0,0,0,0,0.0,0.0
0,0.0,4923,0,0,0,0,0,1,3654,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,1,0.0,0,0,2016.0,0.0,0,0,1,9939,0,0,0,0,0.0,0.0
0,0.0,5966,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,1,2097,0,0,0,0,0.0,0.0
0,0.0,6442,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,1,2417,0,0,0,0,0.0,0.0
0,0.0,9141,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,1,2016.0,1.0,0,0,1,2019,0,0,0,0,0.0,0.0
0,0.0,9239,0,0,0,0,0,0,5146,0.0,0.0,0,1,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,1,7103,0,0,0,0,0.0,0.0
0,0.0,1992,0,0,0,0,0,0,3944,0.0,0.0,0,0,1,0,0.0,0,1,0,0,1,0.0,0,0.0,0,0.0,0,0,2008.0,1.0,0,0,1,5477,0,0,0,0,0.0,0.0
0,0.0,6092,0,0,0,0,0,0,3654,0.0,0.0,1,0,0,1,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2015.0,0.0,1,0,1,1672,0,0,0,0,0.0,0.0
0,0.0,5578,0,0,0,0,1,0,9190,0.0,0.0,0,1,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,3895,0,0,0,0,0.0,0.0
0,0.0,1052,0,0,0,0,0,0,7969,0.0,0.0,0,0,0,0,0.0,0,1,1,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,7189,0,0,0,0,0.0,0.0
0,0.0,8752,0,0,0,0,0,0,1325,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,6229,0,0,0,0,0.0,0.0
0,0.0,8016,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,1008,0,0,0,0,0.0,0.0
0,0.0,2083,0,0,0,0,0,1,5146,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2021.0,1.0,1,0,1,9596,0,0,0,0,0.0,0.0
0,0.0,7715,0,0,0,1,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2003.0,1.0,2,0,1,1250,0,0,0,0,0.0,0.0
0,0.0,2399,0,0,0,0,0,0,4655,0.0,0.0,0,0,0,0,0.0,0,4,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,1806,0,0,0,0,0.0,0.0
0,0.0,3863,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,7784,0,0,0,0,0.0,0.0
0,0.0,1691,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,7801,0,0,0,0,0.0,0.0
0,0.0,4730,0,0,0,0,0,0,3944,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,7818,0,0,0,0,0.0,0.0
0,0.0,1041,0,0,0,0,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,1,2019.0,1.0,0,0,1,3260,0,0,0,0,0.0,0.0
0,0.0,2624,0,0,0,0,0,0,5146,0.0,0.0,0,1,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2021.0,1.0,1,0,1,6881,0,0,0,0,0.0,0.0
0,0.0,9296,0,0,0,0,0,0,3654,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,1,7718,0,0,0,0,0.0,0.0
0,0.0,4623,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,7302,0,0,0,0,0.0,0.0
0,0.0,2360,0,0,0,0,0,0,6296,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,8211,0,0,0,0,0.0,0.0
0,0.0,4023,0,0,0,0,0,0,5288,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,5075,0,0,0,0,0.0,0.0
0,0.0,9013,0,0,0,0,0,1,5146,0.0,0.0,0,0,1,0,0.0,0,1,0,0,1,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,5672,0,0,0,0,0.0,0.0
0,0.0,5072,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,1,1208,0,0,0,0,0.0,0.0
0,0.0,7520,0,0,0,0,0,0,1325,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,1,0.0,0,0,2021.0,0.0,0,0,1,5897,0,0,0,0,0.0,0.0
0,0.0,5194,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,5,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,3713,0,0,0,0,0.0,0.0
0,0.0,8467,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,1,0,0,1,1.0,0,0.0,1,0.0,0,1,2021.0,0.0,0,0,1,8221,0,0,0,0,0.0,0.0
0,0.0,4653,0,0,0,0,0,0,9753,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2015.0,0.0,1,0,1,6132,0,0,0,0,0.0,0.0
0,0.0,4832,0,1,0,0,0,0,8361,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,9096,0,0,0,0,0.0,0.0
0,0.0,6115,0,0,0,0,0,0,9337,0.0,0.0,0,0,1,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,0,0,1,7315,0,0,0,0,0.0,0.0
0,0.0,2941,0,0,0,0,0,0,5288,0.0,0.0,0,1,1,0,0.0,0,1,0,0,1,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,4344,0,0,0,0,0.0,0.0
0,0.0,6855,0,0,0,0,0,0,9190,0.0,0.0,0,0,0,0,0.0,0,1,0,0,1,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,3895,0,0,0,0,0.0,0.0
0,0.0,9292,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,1783,0,0,0,0,0.0,0.0
0,0.0,6898,0,0,0,0,0,0,1856,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,9745,0,0,0,0,0.0,0.0
0,0.0,3454,0,0,0,0,0,0,4655,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,7716,0,0,0,0,0.0,0.0
0,0.0,8679,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,0,0,1,6732,0,0,0,0,0.0,0.0
0,0.0,5544,0,0,0,0,0,0,9337,0.0,0.0,0,0,0,0,0.0,0,6,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,4193,0,0,0,0,0.0,0.0
0,0.0,5716,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,1,2699,0,0,0,0,0.0,0.0
