rating_R,cast,man,man,family,country,young,rating_TV-G,love,love,woman,home,rating_G,duration,black,life,life,rating_TV-MA,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0.0,4075,0,0,0,9337,0,0.0,0,0,0,0,0.0,99,0,0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,0,0,0,4089,0.0,0,0,0,0.0,1.0
0.0,7074,0,0,0,6044,0,0.0,0,0,0,0,0.0,106,0,0,0,1.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,0,1429,0.0,0,0,0,0.0,0.0
0.0,6613,0,0,0,6044,0,0.0,0,0,0,0,0.0,128,0,0,0,0.0,0,0.0,0,0,2005.0,0.0,0,0,0,0,0,9745,0.0,0,0,0,0.0,1.0
0.0,6805,0,0,0,9337,0,0.0,0,0,0,0,0.0,91,0,0,0,0.0,0,0.0,0,0,2005.0,0.0,0,0,0,0,0,5707,0.0,0,0,0,0.0,1.0
0.0,3268,0,0,0,1325,0,0.0,0,0,0,0,0.0,91,0,0,0,0.0,0,0.0,0,0,2011.0,1.0,0,0,0,0,0,3813,0.0,0,0,0,0.0,0.0
1.0,5641,0,0,0,6044,0,0.0,0,0,0,0,0.0,109,0,0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,3538,0.0,0,0,0,0.0,0.0
0.0,4004,0,0,0,9337,0,0.0,0,0,0,0,0.0,123,0,0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,0,1660,0.0,0,0,0,0.0,1.0
1.0,2373,0,0,0,9337,0,0.0,0,0,0,0,0.0,128,0,0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,0,6374,0.0,0,0,0,0.0,0.0
0.0,2481,0,0,0,9337,0,0.0,0,0,0,0,0.0,101,0,0,0,0.0,0,0.0,0,0,1995.0,0.0,1,0,0,0,0,6336,0.0,0,0,0,0.0,0.0
0.0,1097,0,0,0,9337,0,0.0,0,0,0,0,0.0,98,0,0,0,0.0,1,0.0,0,0,2000.0,0.0,0,0,0,0,0,2620,0.0,0,0,0,0.0,1.0
0.0,1215,0,0,0,3325,0,0.0,0,0,0,0,0.0,107,0,0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,0,9037,0.0,0,0,0,0.0,1.0
0.0,7828,0,0,0,9337,0,0.0,0,0,0,0,0.0,83,0,0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,9226,0.0,0,0,0,0.0,1.0
0.0,5742,0,0,0,9337,0,0.0,0,0,0,0,0.0,150,0,0,1,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,8183,0.0,0,0,0,0.0,1.0
0.0,1659,0,0,0,9337,0,0.0,0,0,0,0,0.0,117,0,0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,7173,0.0,0,0,0,0.0,1.0
0.0,6371,0,0,0,9337,0,0.0,0,0,0,0,0.0,88,1,0,0,0.0,0,0.0,0,0,2002.0,0.0,0,0,0,0,0,9907,0.0,0,0,0,0.0,1.0
0.0,6101,0,0,0,6044,0,0.0,0,0,0,0,0.0,89,0,0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,1,0,0,1448,0.0,0,0,0,0.0,1.0
0.0,1178,0,0,0,9337,0,0.0,0,0,0,0,0.0,93,0,0,0,0.0,0,0.0,0,0,1999.0,0.0,0,0,0,0,0,6580,0.0,0,0,0,0.0,1.0
0.0,3320,0,0,0,4096,0,0.0,0,0,0,0,0.0,99,0,0,1,0.0,0,0.0,0,0,2002.0,1.0,1,0,1,0,0,7608,0.0,0,0,0,0.0,0.0
